id;name;geoid;geoname;value;datetime
1293;Demanda real;;;19532.5;2026-05-03T02:00:00+02:00
1293;Demanda real;;;19027.5;2026-05-03T03:00:00+02:00
1293;Demanda real;;;18830.833;2026-05-03T04:00:00+02:00
1293;Demanda real;;;18722.0;2026-05-03T05:00:00+02:00
1293;Demanda real;;;18967.333;2026-05-03T06:00:00+02:00
1293;Demanda real;;;19198.917;2026-05-03T07:00:00+02:00
1293;Demanda real;;;20664.417;2026-05-03T08:00:00+02:00
1293;Demanda real;;;23155.167;2026-05-03T09:00:00+02:00
1293;Demanda real;;;24991.75;2026-05-03T10:00:00+02:00
1293;Demanda real;;;25520.167;2026-05-03T11:00:00+02:00
1293;Demanda real;;;26001.083;2026-05-03T12:00:00+02:00
1293;Demanda real;;;26363.75;2026-05-03T13:00:00+02:00
1293;Demanda real;;;25619.583;2026-05-03T14:00:00+02:00
1293;Demanda real;;;24086.333;2026-05-03T15:00:00+02:00
1293;Demanda real;;;23384.583;2026-05-03T16:00:00+02:00
1293;Demanda real;;;23525.583;2026-05-03T17:00:00+02:00
1293;Demanda real;;;24056.917;2026-05-03T18:00:00+02:00
1293;Demanda real;;;24487.917;2026-05-03T19:00:00+02:00
1293;Demanda real;;;25001.25;2026-05-03T20:00:00+02:00
1293;Demanda real;;;25968.0;2026-05-03T21:00:00+02:00
1293;Demanda real;;;25347.667;2026-05-03T22:00:00+02:00
1293;Demanda real;;;23415.583;2026-05-03T23:00:00+02:00
