id;name;geoid;geoname;value;datetime
1293;Demanda real;;;21105.75;2026-05-01T02:00:00+02:00
1293;Demanda real;;;20529.667;2026-05-01T03:00:00+02:00
1293;Demanda real;;;20105.583;2026-05-01T04:00:00+02:00
1293;Demanda real;;;19786.75;2026-05-01T05:00:00+02:00
1293;Demanda real;;;19968.25;2026-05-01T06:00:00+02:00
1293;Demanda real;;;20225.75;2026-05-01T07:00:00+02:00
1293;Demanda real;;;21742.833;2026-05-01T08:00:00+02:00
1293;Demanda real;;;24390.167;2026-05-01T09:00:00+02:00
1293;Demanda real;;;25744.75;2026-05-01T10:00:00+02:00
1293;Demanda real;;;25766.167;2026-05-01T11:00:00+02:00
1293;Demanda real;;;25837.0;2026-05-01T12:00:00+02:00
1293;Demanda real;;;26054.083;2026-05-01T13:00:00+02:00
1293;Demanda real;;;25712.25;2026-05-01T14:00:00+02:00
1293;Demanda real;;;24617.417;2026-05-01T15:00:00+02:00
1293;Demanda real;;;24114.667;2026-05-01T16:00:00+02:00
1293;Demanda real;;;23440.75;2026-05-01T17:00:00+02:00
1293;Demanda real;;;24116.167;2026-05-01T18:00:00+02:00
1293;Demanda real;;;24062.25;2026-05-01T19:00:00+02:00
1293;Demanda real;;;24215.583;2026-05-01T20:00:00+02:00
1293;Demanda real;;;25418.167;2026-05-01T21:00:00+02:00
1293;Demanda real;;;24631.083;2026-05-01T22:00:00+02:00
1293;Demanda real;;;22689.833;2026-05-01T23:00:00+02:00
