id;name;geoid;geoname;value;datetime
1293;Demanda real;;;27296.75;2026-07-02T02:00:00+02:00
1293;Demanda real;;;26313.667;2026-07-02T03:00:00+02:00
1293;Demanda real;;;25869.417;2026-07-02T04:00:00+02:00
1293;Demanda real;;;26041.417;2026-07-02T05:00:00+02:00
1293;Demanda real;;;27773.5;2026-07-02T06:00:00+02:00
1293;Demanda real;;;30115.167;2026-07-02T07:00:00+02:00
1293;Demanda real;;;32752.833;2026-07-02T08:00:00+02:00
1293;Demanda real;;;35155.917;2026-07-02T09:00:00+02:00
1293;Demanda real;;;36077.667;2026-07-02T10:00:00+02:00
1293;Demanda real;;;36315.25;2026-07-02T11:00:00+02:00
1293;Demanda real;;;36877.25;2026-07-02T12:00:00+02:00
1293;Demanda real;;;37668.0;2026-07-02T13:00:00+02:00
1293;Demanda real;;;38187.5;2026-07-02T14:00:00+02:00
1293;Demanda real;;;37904.75;2026-07-02T15:00:00+02:00
1293;Demanda real;;;38073.0;2026-07-02T16:00:00+02:00
1293;Demanda real;;;38178.25;2026-07-02T17:00:00+02:00
1293;Demanda real;;;38610.667;2026-07-02T18:00:00+02:00
1293;Demanda real;;;38942.25;2026-07-02T19:00:00+02:00
1293;Demanda real;;;38113.417;2026-07-02T20:00:00+02:00
1293;Demanda real;;;36403.417;2026-07-02T21:00:00+02:00
1293;Demanda real;;;34453.833;2026-07-02T22:00:00+02:00
1293;Demanda real;;;31994.833;2026-07-02T23:00:00+02:00
