id;name;geoid;geoname;value;datetime
1293;Demanda real;;;22752.583;2026-02-22T01:00:00+01:00
1293;Demanda real;;;21540.333;2026-02-22T02:00:00+01:00
1293;Demanda real;;;20884.0;2026-02-22T03:00:00+01:00
1293;Demanda real;;;20632.0;2026-02-22T04:00:00+01:00
1293;Demanda real;;;20644.833;2026-02-22T05:00:00+01:00
1293;Demanda real;;;21284.583;2026-02-22T06:00:00+01:00
1293;Demanda real;;;22069.417;2026-02-22T07:00:00+01:00
1293;Demanda real;;;23021.083;2026-02-22T08:00:00+01:00
1293;Demanda real;;;25726.0;2026-02-22T09:00:00+01:00
1293;Demanda real;;;27678.083;2026-02-22T10:00:00+01:00
1293;Demanda real;;;27674.833;2026-02-22T11:00:00+01:00
1293;Demanda real;;;27324.583;2026-02-22T12:00:00+01:00
1293;Demanda real;;;27427.667;2026-02-22T13:00:00+01:00
1293;Demanda real;;;27387.917;2026-02-22T14:00:00+01:00
1293;Demanda real;;;26616.5;2026-02-22T15:00:00+01:00
1293;Demanda real;;;26701.75;2026-02-22T16:00:00+01:00
1293;Demanda real;;;26605.25;2026-02-22T17:00:00+01:00
1293;Demanda real;;;26505.083;2026-02-22T18:00:00+01:00
1293;Demanda real;;;28829.167;2026-02-22T19:00:00+01:00
1293;Demanda real;;;30719.917;2026-02-22T20:00:00+01:00
1293;Demanda real;;;30513.25;2026-02-22T21:00:00+01:00
1293;Demanda real;;;28772.5;2026-02-22T22:00:00+01:00
1293;Demanda real;;;26319.917;2026-02-22T23:00:00+01:00
