id;name;geoid;geoname;value;datetime
1293;Demanda real;;;24783.417;2026-03-11T01:00:00+01:00
1293;Demanda real;;;23672.583;2026-03-11T02:00:00+01:00
1293;Demanda real;;;23248.75;2026-03-11T03:00:00+01:00
1293;Demanda real;;;23299.25;2026-03-11T04:00:00+01:00
1293;Demanda real;;;23899.917;2026-03-11T05:00:00+01:00
1293;Demanda real;;;27143.583;2026-03-11T06:00:00+01:00
1293;Demanda real;;;31220.333;2026-03-11T07:00:00+01:00
1293;Demanda real;;;33617.333;2026-03-11T08:00:00+01:00
1293;Demanda real;;;34923.583;2026-03-11T09:00:00+01:00
1293;Demanda real;;;35363.25;2026-03-11T10:00:00+01:00
1293;Demanda real;;;34846.333;2026-03-11T11:00:00+01:00
1293;Demanda real;;;34315.083;2026-03-11T12:00:00+01:00
1293;Demanda real;;;34391.667;2026-03-11T13:00:00+01:00
1293;Demanda real;;;34356.333;2026-03-11T14:00:00+01:00
1293;Demanda real;;;33976.667;2026-03-11T15:00:00+01:00
1293;Demanda real;;;33755.75;2026-03-11T16:00:00+01:00
1293;Demanda real;;;32968.5;2026-03-11T17:00:00+01:00
1293;Demanda real;;;32290.667;2026-03-11T18:00:00+01:00
1293;Demanda real;;;33752.75;2026-03-11T19:00:00+01:00
1293;Demanda real;;;35474.083;2026-03-11T20:00:00+01:00
1293;Demanda real;;;34587.0;2026-03-11T21:00:00+01:00
1293;Demanda real;;;31361.167;2026-03-11T22:00:00+01:00
1293;Demanda real;;;28125.25;2026-03-11T23:00:00+01:00
