id;name;geoid;geoname;value;datetime
1293;Demanda real;;;18670.25;2025-10-26T02:00:00+02:00
1293;Demanda real;;;18384.583;2025-10-26T03:00:00+01:00
1293;Demanda real;;;18145.917;2025-10-26T04:00:00+01:00
1293;Demanda real;;;18303.5;2025-10-26T05:00:00+01:00
1293;Demanda real;;;18924.5;2025-10-26T06:00:00+01:00
1293;Demanda real;;;19700.0;2025-10-26T07:00:00+01:00
1293;Demanda real;;;20778.333;2025-10-26T08:00:00+01:00
1293;Demanda real;;;22012.667;2025-10-26T09:00:00+01:00
1293;Demanda real;;;22597.667;2025-10-26T10:00:00+01:00
1293;Demanda real;;;22696.0;2025-10-26T11:00:00+01:00
1293;Demanda real;;;22625.417;2025-10-26T12:00:00+01:00
1293;Demanda real;;;23206.833;2025-10-26T13:00:00+01:00
1293;Demanda real;;;23027.417;2025-10-26T14:00:00+01:00
1293;Demanda real;;;22004.583;2025-10-26T15:00:00+01:00
1293;Demanda real;;;21750.167;2025-10-26T16:00:00+01:00
1293;Demanda real;;;22607.25;2025-10-26T17:00:00+01:00
1293;Demanda real;;;24304.5;2025-10-26T18:00:00+01:00
1293;Demanda real;;;25807.0;2025-10-26T19:00:00+01:00
1293;Demanda real;;;26434.667;2025-10-26T20:00:00+01:00
1293;Demanda real;;;25862.167;2025-10-26T21:00:00+01:00
1293;Demanda real;;;24297.917;2025-10-26T22:00:00+01:00
1293;Demanda real;;;22234.5;2025-10-26T23:00:00+01:00
