id;name;geoid;geoname;value;datetime
1293;Demanda real;;;20670.667;2026-01-02T01:00:00+01:00
1293;Demanda real;;;19571.417;2026-01-02T02:00:00+01:00
1293;Demanda real;;;18989.917;2026-01-02T03:00:00+01:00
1293;Demanda real;;;18789.5;2026-01-02T04:00:00+01:00
1293;Demanda real;;;19361.833;2026-01-02T05:00:00+01:00
1293;Demanda real;;;21536.917;2026-01-02T06:00:00+01:00
1293;Demanda real;;;24665.083;2026-01-02T07:00:00+01:00
1293;Demanda real;;;27394.0;2026-01-02T08:00:00+01:00
1293;Demanda real;;;30023.417;2026-01-02T09:00:00+01:00
1293;Demanda real;;;32039.5;2026-01-02T10:00:00+01:00
1293;Demanda real;;;32578.167;2026-01-02T11:00:00+01:00
1293;Demanda real;;;32699.167;2026-01-02T12:00:00+01:00
1293;Demanda real;;;33230.333;2026-01-02T13:00:00+01:00
1293;Demanda real;;;33636.917;2026-01-02T14:00:00+01:00
1293;Demanda real;;;32853.167;2026-01-02T15:00:00+01:00
1293;Demanda real;;;31961.75;2026-01-02T16:00:00+01:00
1293;Demanda real;;;31650.5;2026-01-02T17:00:00+01:00
1293;Demanda real;;;32532.083;2026-01-02T18:00:00+01:00
1293;Demanda real;;;32833.333;2026-01-02T19:00:00+01:00
1293;Demanda real;;;33257.75;2026-01-02T20:00:00+01:00
1293;Demanda real;;;32770.583;2026-01-02T21:00:00+01:00
1293;Demanda real;;;30550.75;2026-01-02T22:00:00+01:00
1293;Demanda real;;;27846.667;2026-01-02T23:00:00+01:00
