id;name;geoid;geoname;value;datetime
1293;Demanda real;;;24895.583;2025-12-04T01:00:00+01:00
1293;Demanda real;;;24036.667;2025-12-04T02:00:00+01:00
1293;Demanda real;;;23527.333;2025-12-04T03:00:00+01:00
1293;Demanda real;;;23311.083;2025-12-04T04:00:00+01:00
1293;Demanda real;;;24016.5;2025-12-04T05:00:00+01:00
1293;Demanda real;;;27177.417;2025-12-04T06:00:00+01:00
1293;Demanda real;;;31967.667;2025-12-04T07:00:00+01:00
1293;Demanda real;;;34347.917;2025-12-04T08:00:00+01:00
1293;Demanda real;;;35231.583;2025-12-04T09:00:00+01:00
1293;Demanda real;;;35800.583;2025-12-04T10:00:00+01:00
1293;Demanda real;;;35807.083;2025-12-04T11:00:00+01:00
1293;Demanda real;;;35956.75;2025-12-04T12:00:00+01:00
1293;Demanda real;;;36133.917;2025-12-04T13:00:00+01:00
1293;Demanda real;;;35934.917;2025-12-04T14:00:00+01:00
1293;Demanda real;;;35683.75;2025-12-04T15:00:00+01:00
1293;Demanda real;;;35484.917;2025-12-04T16:00:00+01:00
1293;Demanda real;;;35876.417;2025-12-04T17:00:00+01:00
1293;Demanda real;;;36786.833;2025-12-04T18:00:00+01:00
1293;Demanda real;;;37061.083;2025-12-04T19:00:00+01:00
1293;Demanda real;;;37567.5;2025-12-04T20:00:00+01:00
1293;Demanda real;;;36584.083;2025-12-04T21:00:00+01:00
1293;Demanda real;;;33226.333;2025-12-04T22:00:00+01:00
1293;Demanda real;;;29790.75;2025-12-04T23:00:00+01:00
