id;name;geoid;geoname;value;datetime
1293;Demanda real;;;21675.75;2026-05-05T02:00:00+02:00
1293;Demanda real;;;21448.583;2026-05-05T03:00:00+02:00
1293;Demanda real;;;21457.167;2026-05-05T04:00:00+02:00
1293;Demanda real;;;22103.5;2026-05-05T05:00:00+02:00
1293;Demanda real;;;24592.75;2026-05-05T06:00:00+02:00
1293;Demanda real;;;27599.583;2026-05-05T07:00:00+02:00
1293;Demanda real;;;30133.75;2026-05-05T08:00:00+02:00
1293;Demanda real;;;31624.75;2026-05-05T09:00:00+02:00
1293;Demanda real;;;32012.25;2026-05-05T10:00:00+02:00
1293;Demanda real;;;31778.0;2026-05-05T11:00:00+02:00
1293;Demanda real;;;31754.5;2026-05-05T12:00:00+02:00
1293;Demanda real;;;31587.25;2026-05-05T13:00:00+02:00
1293;Demanda real;;;31269.5;2026-05-05T14:00:00+02:00
1293;Demanda real;;;30414.0;2026-05-05T15:00:00+02:00
1293;Demanda real;;;29557.833;2026-05-05T16:00:00+02:00
1293;Demanda real;;;29947.25;2026-05-05T17:00:00+02:00
1293;Demanda real;;;30287.417;2026-05-05T18:00:00+02:00
1293;Demanda real;;;30647.833;2026-05-05T19:00:00+02:00
1293;Demanda real;;;30679.583;2026-05-05T20:00:00+02:00
1293;Demanda real;;;30934.917;2026-05-05T21:00:00+02:00
1293;Demanda real;;;28714.25;2026-05-05T22:00:00+02:00
1293;Demanda real;;;26033.833;2026-05-05T23:00:00+02:00
