id;name;geoid;geoname;value;datetime
1293;Demanda real;;;20668.417;2025-10-11T02:00:00+02:00
1293;Demanda real;;;20187.667;2025-10-11T03:00:00+02:00
1293;Demanda real;;;19775.5;2025-10-11T04:00:00+02:00
1293;Demanda real;;;19700.583;2025-10-11T05:00:00+02:00
1293;Demanda real;;;20369.333;2025-10-11T06:00:00+02:00
1293;Demanda real;;;21631.417;2025-10-11T07:00:00+02:00
1293;Demanda real;;;22668.333;2025-10-11T08:00:00+02:00
1293;Demanda real;;;23611.5;2025-10-11T09:00:00+02:00
1293;Demanda real;;;24442.583;2025-10-11T10:00:00+02:00
1293;Demanda real;;;24332.5;2025-10-11T11:00:00+02:00
1293;Demanda real;;;23901.0;2025-10-11T12:00:00+02:00
1293;Demanda real;;;24001.583;2025-10-11T13:00:00+02:00
1293;Demanda real;;;23768.167;2025-10-11T14:00:00+02:00
1293;Demanda real;;;22719.167;2025-10-11T15:00:00+02:00
1293;Demanda real;;;22287.417;2025-10-11T16:00:00+02:00
1293;Demanda real;;;22922.833;2025-10-11T17:00:00+02:00
1293;Demanda real;;;23624.667;2025-10-11T18:00:00+02:00
1293;Demanda real;;;24522.583;2025-10-11T19:00:00+02:00
1293;Demanda real;;;26298.833;2025-10-11T20:00:00+02:00
1293;Demanda real;;;25982.417;2025-10-11T21:00:00+02:00
1293;Demanda real;;;23980.083;2025-10-11T22:00:00+02:00
1293;Demanda real;;;22259.417;2025-10-11T23:00:00+02:00
