id;name;geoid;geoname;value;datetime
1293;Demanda real;;;24354.333;2026-03-04T01:00:00+01:00
1293;Demanda real;;;23380.833;2026-03-04T02:00:00+01:00
1293;Demanda real;;;22931.167;2026-03-04T03:00:00+01:00
1293;Demanda real;;;22900.75;2026-03-04T04:00:00+01:00
1293;Demanda real;;;23815.667;2026-03-04T05:00:00+01:00
1293;Demanda real;;;26702.833;2026-03-04T06:00:00+01:00
1293;Demanda real;;;30704.833;2026-03-04T07:00:00+01:00
1293;Demanda real;;;32882.333;2026-03-04T08:00:00+01:00
1293;Demanda real;;;33816.333;2026-03-04T09:00:00+01:00
1293;Demanda real;;;34182.0;2026-03-04T10:00:00+01:00
1293;Demanda real;;;34201.75;2026-03-04T11:00:00+01:00
1293;Demanda real;;;34268.333;2026-03-04T12:00:00+01:00
1293;Demanda real;;;34602.667;2026-03-04T13:00:00+01:00
1293;Demanda real;;;34416.083;2026-03-04T14:00:00+01:00
1293;Demanda real;;;33546.0;2026-03-04T15:00:00+01:00
1293;Demanda real;;;32756.833;2026-03-04T16:00:00+01:00
1293;Demanda real;;;32085.667;2026-03-04T17:00:00+01:00
1293;Demanda real;;;31436.333;2026-03-04T18:00:00+01:00
1293;Demanda real;;;32533.75;2026-03-04T19:00:00+01:00
1293;Demanda real;;;34378.333;2026-03-04T20:00:00+01:00
1293;Demanda real;;;33697.0;2026-03-04T21:00:00+01:00
1293;Demanda real;;;31240.417;2026-03-04T22:00:00+01:00
1293;Demanda real;;;27887.083;2026-03-04T23:00:00+01:00
