id;name;geoid;geoname;value;datetime
1293;Demanda real;;;20157.5;2026-04-13T02:00:00+02:00
1293;Demanda real;;;19883.583;2026-04-13T03:00:00+02:00
1293;Demanda real;;;19988.75;2026-04-13T04:00:00+02:00
1293;Demanda real;;;20648.333;2026-04-13T05:00:00+02:00
1293;Demanda real;;;23567.917;2026-04-13T06:00:00+02:00
1293;Demanda real;;;27301.083;2026-04-13T07:00:00+02:00
1293;Demanda real;;;29834.083;2026-04-13T08:00:00+02:00
1293;Demanda real;;;31834.917;2026-04-13T09:00:00+02:00
1293;Demanda real;;;32480.25;2026-04-13T10:00:00+02:00
1293;Demanda real;;;32471.083;2026-04-13T11:00:00+02:00
1293;Demanda real;;;31905.5;2026-04-13T12:00:00+02:00
1293;Demanda real;;;31623.667;2026-04-13T13:00:00+02:00
1293;Demanda real;;;30989.167;2026-04-13T14:00:00+02:00
1293;Demanda real;;;29772.0;2026-04-13T15:00:00+02:00
1293;Demanda real;;;28900.333;2026-04-13T16:00:00+02:00
1293;Demanda real;;;28838.333;2026-04-13T17:00:00+02:00
1293;Demanda real;;;28904.667;2026-04-13T18:00:00+02:00
1293;Demanda real;;;29421.5;2026-04-13T19:00:00+02:00
1293;Demanda real;;;30397.333;2026-04-13T20:00:00+02:00
1293;Demanda real;;;31463.917;2026-04-13T21:00:00+02:00
1293;Demanda real;;;28705.0;2026-04-13T22:00:00+02:00
1293;Demanda real;;;25801.667;2026-04-13T23:00:00+02:00
