id;name;geoid;geoname;value;datetime
1293;Demanda real;;;22128.667;2026-08-31T02:00:00+02:00
1293;Demanda real;;;21655.333;2026-08-31T03:00:00+02:00
1293;Demanda real;;;21497.917;2026-08-31T04:00:00+02:00
1293;Demanda real;;;21868.333;2026-08-31T05:00:00+02:00
1293;Demanda real;;;24415.75;2026-08-31T06:00:00+02:00
1293;Demanda real;;;27299.667;2026-08-31T07:00:00+02:00
1293;Demanda real;;;29433.583;2026-08-31T08:00:00+02:00
1293;Demanda real;;;32638.25;2026-08-31T09:00:00+02:00
1293;Demanda real;;;34583.583;2026-08-31T10:00:00+02:00
1293;Demanda real;;;35358.333;2026-08-31T11:00:00+02:00
1293;Demanda real;;;36036.0;2026-08-31T12:00:00+02:00
1293;Demanda real;;;36921.083;2026-08-31T13:00:00+02:00
1293;Demanda real;;;36944.5;2026-08-31T14:00:00+02:00
1293;Demanda real;;;36301.333;2026-08-31T15:00:00+02:00
1293;Demanda real;;;36173.25;2026-08-31T16:00:00+02:00
1293;Demanda real;;;36671.0;2026-08-31T17:00:00+02:00
1293;Demanda real;;;36891.167;2026-08-31T18:00:00+02:00
1293;Demanda real;;;35657.5;2026-08-31T19:00:00+02:00
1293;Demanda real;;;34052.167;2026-08-31T20:00:00+02:00
1293;Demanda real;;;33973.833;2026-08-31T21:00:00+02:00
1293;Demanda real;;;31247.583;2026-08-31T22:00:00+02:00
1293;Demanda real;;;28691.833;2026-08-31T23:00:00+02:00
