id;name;geoid;geoname;value;datetime
1293;Demanda real;;;23162.583;2026-03-26T01:00:00+01:00
1293;Demanda real;;;22316.167;2026-03-26T02:00:00+01:00
1293;Demanda real;;;21876.167;2026-03-26T03:00:00+01:00
1293;Demanda real;;;21919.25;2026-03-26T04:00:00+01:00
1293;Demanda real;;;22691.25;2026-03-26T05:00:00+01:00
1293;Demanda real;;;25531.833;2026-03-26T06:00:00+01:00
1293;Demanda real;;;29291.083;2026-03-26T07:00:00+01:00
1293;Demanda real;;;31771.0;2026-03-26T08:00:00+01:00
1293;Demanda real;;;32798.25;2026-03-26T09:00:00+01:00
1293;Demanda real;;;32399.0;2026-03-26T10:00:00+01:00
1293;Demanda real;;;31712.25;2026-03-26T11:00:00+01:00
1293;Demanda real;;;31391.0;2026-03-26T12:00:00+01:00
1293;Demanda real;;;31631.167;2026-03-26T13:00:00+01:00
1293;Demanda real;;;31427.083;2026-03-26T14:00:00+01:00
1293;Demanda real;;;31237.417;2026-03-26T15:00:00+01:00
1293;Demanda real;;;31376.667;2026-03-26T16:00:00+01:00
1293;Demanda real;;;31702.917;2026-03-26T17:00:00+01:00
1293;Demanda real;;;31062.417;2026-03-26T18:00:00+01:00
1293;Demanda real;;;31759.667;2026-03-26T19:00:00+01:00
1293;Demanda real;;;33859.583;2026-03-26T20:00:00+01:00
1293;Demanda real;;;33143.583;2026-03-26T21:00:00+01:00
1293;Demanda real;;;30265.333;2026-03-26T22:00:00+01:00
1293;Demanda real;;;27235.0;2026-03-26T23:00:00+01:00
