id;name;geoid;geoname;value;datetime
1293;Demanda real;;;25836.25;2026-08-11T02:00:00+02:00
1293;Demanda real;;;25138.083;2026-08-11T03:00:00+02:00
1293;Demanda real;;;24849.167;2026-08-11T04:00:00+02:00
1293;Demanda real;;;24889.833;2026-08-11T05:00:00+02:00
1293;Demanda real;;;26380.917;2026-08-11T06:00:00+02:00
1293;Demanda real;;;28236.583;2026-08-11T07:00:00+02:00
1293;Demanda real;;;30465.667;2026-08-11T08:00:00+02:00
1293;Demanda real;;;33541.75;2026-08-11T09:00:00+02:00
1293;Demanda real;;;35584.5;2026-08-11T10:00:00+02:00
1293;Demanda real;;;36232.333;2026-08-11T11:00:00+02:00
1293;Demanda real;;;36916.083;2026-08-11T12:00:00+02:00
1293;Demanda real;;;38179.167;2026-08-11T13:00:00+02:00
1293;Demanda real;;;38648.5;2026-08-11T14:00:00+02:00
1293;Demanda real;;;38206.25;2026-08-11T15:00:00+02:00
1293;Demanda real;;;38079.25;2026-08-11T16:00:00+02:00
1293;Demanda real;;;38564.083;2026-08-11T17:00:00+02:00
1293;Demanda real;;;38664.083;2026-08-11T18:00:00+02:00
1293;Demanda real;;;38067.083;2026-08-11T19:00:00+02:00
1293;Demanda real;;;36410.25;2026-08-11T20:00:00+02:00
1293;Demanda real;;;35177.0;2026-08-11T21:00:00+02:00
1293;Demanda real;;;33205.167;2026-08-11T22:00:00+02:00
1293;Demanda real;;;31010.333;2026-08-11T23:00:00+02:00
