id;name;geoid;geoname;value;datetime
1293;Demanda real;;;23325.167;2026-09-22T02:00:00+02:00
1293;Demanda real;;;22896.417;2026-09-22T03:00:00+02:00
1293;Demanda real;;;22837.0;2026-09-22T04:00:00+02:00
1293;Demanda real;;;23392.25;2026-09-22T05:00:00+02:00
1293;Demanda real;;;25606.333;2026-09-22T06:00:00+02:00
1293;Demanda real;;;28931.75;2026-09-22T07:00:00+02:00
1293;Demanda real;;;30634.75;2026-09-22T08:00:00+02:00
1293;Demanda real;;;32800.75;2026-09-22T09:00:00+02:00
1293;Demanda real;;;34093.417;2026-09-22T10:00:00+02:00
1293;Demanda real;;;34835.667;2026-09-22T11:00:00+02:00
1293;Demanda real;;;35252.917;2026-09-22T12:00:00+02:00
1293;Demanda real;;;35848.417;2026-09-22T13:00:00+02:00
1293;Demanda real;;;35724.5;2026-09-22T14:00:00+02:00
1293;Demanda real;;;35352.5;2026-09-22T15:00:00+02:00
1293;Demanda real;;;35555.5;2026-09-22T16:00:00+02:00
1293;Demanda real;;;36377.833;2026-09-22T17:00:00+02:00
1293;Demanda real;;;35948.167;2026-09-22T18:00:00+02:00
1293;Demanda real;;;34481.667;2026-09-22T19:00:00+02:00
1293;Demanda real;;;34341.333;2026-09-22T20:00:00+02:00
1293;Demanda real;;;33531.917;2026-09-22T21:00:00+02:00
1293;Demanda real;;;30273.583;2026-09-22T22:00:00+02:00
1293;Demanda real;;;27424.167;2026-09-22T23:00:00+02:00
